Date,High,Low,Open,Close,Volume,Adj Close
2020-01-02,234.63999938964844,230.16000366210938,231.0,234.32000732421875,3736300,234.32000732421875
2020-01-03,232.61000061035156,230.3000030517578,231.60000610351562,231.5800018310547,2274500,231.5800018310547
2020-01-06,234.02000427246094,229.49000549316406,229.92999267578125,233.9499969482422,3329300,233.9499969482422
2020-01-07,237.77000427246094,234.75999450683594,235.0,235.49000549316406,5255200,235.49000549316406
2020-01-08,239.75,235.47999572753906,235.67999267578125,237.75999450683594,3564700,237.75999450683594
2020-01-09,243.39999389648438,239.82000732421875,241.33999633789062,242.60000610351562,3980700,242.60000610351562
2020-01-10,243.38999938964844,241.38999938964844,242.75,242.11000061035156,2248100,242.11000061035156
2020-01-13,246.11000061035156,243.0,244.44000244140625,245.2100067138672,3359200,245.2100067138672
2020-01-14,248.52000427246094,244.60000610351562,245.32000732421875,245.66000366210938,4302800,245.66000366210938
2020-01-15,249.5,239.16000366210938,242.0,245.2100067138672,5411200,245.2100067138672
2020-01-16,249.82000732421875,246.22999572753906,247.00999450683594,249.72000122070312,3968400,249.72000122070312
2020-01-17,250.4600067138672,248.0,250.22999572753906,249.4600067138672,3108400,249.4600067138672
2020-01-21,248.85000610351562,245.60000610351562,247.2100067138672,245.6999969482422,2492400,245.6999969482422
2020-01-22,248.52000427246094,246.33999633789062,246.61000061035156,247.0500030517578,2030900,247.0500030517578
2020-01-23,247.0,242.8800048828125,244.5,245.5800018310547,2806800,245.5800018310547
2020-01-24,245.7100067138672,240.60000610351562,245.07000732421875,241.9199981689453,2877400,241.9199981689453
2020-01-27,238.99000549316406,235.00999450683594,236.3699951171875,238.13999938964844,2506200,238.13999938964844
2020-01-28,243.5800018310547,238.0500030517578,239.49000549316406,242.5800018310547,3123000,242.5800018310547
2020-01-29,246.5,239.57000732421875,244.52000427246094,240.1199951171875,3711600,240.1199951171875
2020-01-30,244.33999633789062,236.72999572753906,237.69000244140625,244.1300048828125,3261700,244.1300048828125
2020-01-31,242.88999938964844,236.8800048828125,241.99000549316406,237.75,3482800,237.75
2020-02-03,242.38999938964844,238.0500030517578,238.36000061035156,239.00999450683594,2733000,239.00999450683594
2020-02-04,243.74000549316406,241.5500030517578,242.8800048828125,241.94000244140625,3052500,241.94000244140625
2020-02-05,245.1300048828125,243.0,244.99000549316406,244.3000030517578,3126600,244.3000030517578
2020-02-06,245.77000427246094,241.17999267578125,245.35000610351562,241.82000732421875,2225600,241.82000732421875
2020-02-07,240.52000427246094,236.5500030517578,239.75,238.0,3006500,238.0
