Date,High,Low,Open,Close,Volume,Adj Close
2020-01-02,43.880001068115234,43.189998626708984,43.54999923706055,43.220001220703125,6287500,43.220001220703125
2020-01-03,44.040000915527344,42.790000915527344,43.75,42.83000183105469,9148900,42.83000183105469
2020-01-06,43.849998474121094,42.97999954223633,43.7599983215332,43.2599983215332,10416400,43.2599983215332
2020-01-07,43.52000045776367,42.97999954223633,43.15999984741211,43.22999954223633,9378300,43.22999954223633
2020-01-08,43.38999938964844,41.959999084472656,43.2599983215332,42.08000183105469,9455300,42.08000183105469
2020-01-09,42.2599983215332,41.54999923706055,41.7400016784668,41.65999984741211,6096000,41.65999984741211
2020-01-10,42.349998474121094,41.70000076293945,41.72999954223633,42.27000045776367,6672600,42.27000045776367
2020-01-13,42.90999984741211,42.36000061035156,42.529998779296875,42.45000076293945,4808200,42.45000076293945
2020-01-14,42.849998474121094,42.11000061035156,42.27000045776367,42.83000183105469,6072600,42.83000183105469
2020-01-15,43.650001525878906,42.869998931884766,42.9900016784668,43.52000045776367,5997900,43.52000045776367
2020-01-16,43.84000015258789,43.09000015258789,43.45000076293945,43.81999969482422,5895500,43.81999969482422
2020-01-17,44.0099983215332,43.36000061035156,43.84000015258789,43.47999954223633,9702500,43.47999954223633
2020-01-21,43.7599983215332,43.09000015258789,43.22999954223633,43.709999084472656,7471400,43.709999084472656
2020-01-22,43.86000061035156,43.41999816894531,43.7400016784668,43.779998779296875,4257500,43.779998779296875
2020-01-23,43.93000030517578,43.130001068115234,43.25,43.70000076293945,5526700,43.70000076293945
2020-01-24,44.36000061035156,43.459999084472656,43.650001525878906,44.290000915527344,5677500,44.290000915527344
2020-01-27,45.36000061035156,44.25,44.83000183105469,44.560001373291016,7131800,44.560001373291016
2020-01-28,44.4900016784668,43.7400016784668,44.209999084472656,44.29999923706055,6324400,44.29999923706055
2020-01-29,44.709999084472656,44.040000915527344,44.29999923706055,44.619998931884766,4064400,44.619998931884766
2020-01-30,45.220001220703125,44.43000030517578,44.900001525878906,44.970001220703125,6521700,44.970001220703125
2020-01-31,45.40999984741211,44.869998931884766,44.95000076293945,45.060001373291016,7670900,45.060001373291016
2020-02-03,45.709999084472656,44.79999923706055,44.81999969482422,45.59000015258789,8395300,45.59000015258789
2020-02-04,44.970001220703125,43.529998779296875,44.91999816894531,44.22999954223633,10062600,44.22999954223633
2020-02-05,44.470001220703125,43.849998474121094,44.06999969482422,44.29999923706055,7318000,44.29999923706055
2020-02-06,44.599998474121094,44.16999816894531,44.33000183105469,44.38999938964844,4995000,44.38999938964844
2020-02-07,44.689998626708984,43.93000030517578,44.58000183105469,44.02000045776367,4691300,44.02000045776367
