Date,High,Low,Open,Close,Volume,Adj Close
2020-01-02,204.27999877929688,201.33999633789062,202.8699951171875,204.27999877929688,465800,204.27999877929688
2020-01-03,204.97000122070312,201.72999572753906,202.02999877929688,204.3300018310547,411400,204.3300018310547
2020-01-06,204.5800018310547,201.8800048828125,204.02999877929688,204.5800018310547,620200,204.5800018310547
2020-01-07,204.8000030517578,203.7100067138672,204.64999389648438,204.16000366210938,443200,204.16000366210938
2020-01-08,206.1300048828125,203.72999572753906,204.85000610351562,204.38999938964844,486400,204.38999938964844
2020-01-09,206.13999938964844,204.4600067138672,204.4600067138672,205.0,914100,205.0
2020-01-10,206.55999755859375,204.5500030517578,205.75,205.0,673800,205.0
2020-01-13,206.0399932861328,204.49000549316406,205.25,205.0,427600,205.0
2020-01-14,205.82000732421875,203.85000610351562,204.8699951171875,204.0,528000,204.0
2020-01-15,205.3300018310547,203.1699981689453,203.52000427246094,204.07000732421875,573800,204.07000732421875
2020-01-16,206.00999450683594,203.92999267578125,205.0,204.19000244140625,610700,204.19000244140625
2020-01-17,206.02999877929688,204.0399932861328,205.49000549316406,204.99000549316406,822700,204.99000549316406
2020-01-21,206.1199951171875,204.49000549316406,204.86000061035156,205.02999877929688,705700,205.02999877929688
2020-01-22,206.08999633789062,203.50999450683594,204.6199951171875,203.75,384300,203.75
2020-01-23,206.69000244140625,202.58999633789062,203.1199951171875,206.66000366210938,772700,206.66000366210938
2020-01-24,209.2899932861328,206.7899932861328,207.47999572753906,209.00999450683594,736500,209.00999450683594
2020-01-27,208.77000427246094,207.02000427246094,207.02000427246094,207.42999267578125,500500,207.42999267578125
2020-01-28,213.72000122070312,208.33999633789062,208.33999633789062,213.0,934800,213.0
2020-01-29,214.7899932861328,212.47000122070312,213.0,212.66000366210938,657000,212.66000366210938
2020-01-30,214.8300018310547,210.97999572753906,211.27999877929688,214.75,717800,214.75
2020-01-31,215.49000549316406,210.4499969482422,214.08999633789062,211.2899932861328,478200,211.2899932861328
2020-02-03,215.33999633789062,212.77000427246094,212.8300018310547,215.11000061035156,560800,215.11000061035156
2020-02-04,219.1300048828125,216.6199951171875,217.25,218.57000732421875,595900,218.57000732421875
2020-02-05,220.97000122070312,218.66000366210938,220.0,220.05999755859375,775000,220.05999755859375
2020-02-06,211.0800018310547,206.0,208.8000030517578,208.89999389648438,1667900,208.89999389648438
2020-02-07,212.38999938964844,208.32000732421875,209.02000427246094,210.25,808300,210.25
