Date,High,Low,Open,Close,Volume,Adj Close
2020-01-02,37.380001068115234,36.54999923706055,37.0,37.380001068115234,7454400,37.380001068115234
2020-01-03,36.91999816894531,36.11000061035156,36.72999954223633,36.31999969482422,9173000,36.31999969482422
2020-01-06,36.18000030517578,35.79999923706055,35.95000076293945,35.84000015258789,8408200,35.84000015258789
2020-01-07,35.84000015258789,34.7400016784668,35.75,35.150001525878906,17556800,35.150001525878906
2020-01-08,35.20000076293945,34.40999984741211,35.040000915527344,34.650001525878906,13229400,34.650001525878906
2020-01-09,35.099998474121094,34.529998779296875,34.9900016784668,35.08000183105469,9610400,35.08000183105469
2020-01-10,36.45000076293945,34.5099983215332,35.150001525878906,34.650001525878906,9644900,34.650001525878906
2020-01-13,35.0,34.4900016784668,34.689998626708984,34.97999954223633,7465700,34.97999954223633
2020-01-14,35.349998474121094,34.959999084472656,35.0,35.150001525878906,6827100,35.150001525878906
2020-01-15,35.31999969482422,34.88999938964844,35.0,35.150001525878906,7173900,35.150001525878906
2020-01-16,35.58000183105469,35.150001525878906,35.209999084472656,35.54999923706055,7280800,35.54999923706055
2020-01-17,35.72999954223633,35.40999984741211,35.56999969482422,35.599998474121094,9871700,35.599998474121094
2020-01-21,35.54999923706055,34.959999084472656,35.36000061035156,34.9900016784668,11550500,34.9900016784668
2020-01-22,35.349998474121094,34.86000061035156,35.130001068115234,34.90999984741211,7358400,34.90999984741211
2020-01-23,34.9900016784668,34.0099983215332,34.77000045776367,34.880001068115234,8595200,34.880001068115234
2020-01-24,34.9900016784668,34.0099983215332,34.900001525878906,34.310001373291016,9386600,34.310001373291016
2020-01-27,33.7599983215332,33.16999816894531,33.630001068115234,33.40999984741211,10359100,33.40999984741211
2020-01-28,33.86000061035156,33.34000015258789,33.56999969482422,33.63999938964844,8871000,33.63999938964844
2020-01-29,34.040000915527344,33.59000015258789,33.79999923706055,33.599998474121094,6977700,33.599998474121094
2020-01-30,33.45000076293945,32.970001220703125,33.400001525878906,33.33000183105469,11533000,33.33000183105469
2020-01-31,33.4900016784668,33.13999938964844,33.25,33.38999938964844,18631400,33.38999938964844
2020-02-03,34.34000015258789,33.52000045776367,33.560001373291016,33.720001220703125,17937100,33.720001220703125
2020-02-04,34.81999969482422,34.20000076293945,34.349998474121094,34.369998931884766,14346300,34.369998931884766
2020-02-05,35.45000076293945,34.189998626708984,34.900001525878906,35.029998779296875,19050400,35.029998779296875
2020-02-06,35.099998474121094,34.25,35.04999923706055,34.33000183105469,11866300,34.33000183105469
2020-02-07,34.15999984741211,33.41999816894531,34.08000183105469,33.630001068115234,14434600,33.630001068115234
