Date,High,Low,Open,Close,Volume,Adj Close
2020-01-02,196.8000030517578,194.27000427246094,195.0500030517578,196.8000030517578,1458800.0,195.93475341796875
2020-01-03,196.58999633789062,193.19000244140625,193.19000244140625,196.44000244140625,2003700.0,195.57632446289062
2020-01-06,196.1699981689453,194.1999969482422,195.1699981689453,195.92999267578125,2076800.0,195.0685577392578
2020-01-07,197.72999572753906,195.1300048828125,196.52000427246094,196.7100067138672,1478900.0,195.84515380859375
2020-01-08,199.35000610351562,195.97999572753906,196.82000732421875,197.6300048828125,1133600.0,196.7611083984375
2020-01-09,198.97999572753906,197.6300048828125,198.82000732421875,198.3000030517578,1812000.0,197.4281463623047
2020-01-10,200.72000122070312,197.22999572753906,198.91000366210938,197.5500030517578,1459400.0,196.68145751953125
2020-01-13,200.3800048828125,196.74000549316406,197.2100067138672,200.27999877929688,1418400.0,199.39944458007812
2020-01-14,203.42999267578125,199.97000122070312,200.38999938964844,201.6999969482422,1315900.0,200.81320190429688
2020-01-15,203.83999633789062,200.82000732421875,201.75999450683594,202.88999938964844,1584600.0,201.9979705810547
2020-01-16,206.60000610351562,203.7100067138672,203.97999572753906,206.25,1851100.0,205.34320068359375
2020-01-17,209.39999389648438,203.85000610351562,205.19000244140625,209.32000732421875,2247200.0,208.3997039794922
2020-01-21,208.80999755859375,203.77999877929688,208.5,204.6199951171875,1455200.0,203.72035217285156
2020-01-22,205.6199951171875,202.57000732421875,205.5500030517578,203.13999938964844,1447800.0,202.2468719482422
2020-01-23,208.83999633789062,201.7100067138672,202.35000610351562,208.61000061035156,1301500.0,207.6928253173828
2020-01-24,209.89999389648438,206.91000366210938,208.0,207.86000061035156,1129400.0,206.9461212158203
2020-01-27,205.8300018310547,202.60000610351562,203.25999450683594,202.66000366210938,1314100.0,201.76898193359375
2020-01-28,205.72000122070312,202.55999755859375,203.0,204.75999450683594,1456600.0,203.8597412109375
2020-01-29,219.8800048828125,214.8300018310547,217.1999969482422,214.8300018310547,3193400.0,213.88548278808594
2020-01-30,215.10000610351562,211.5399932861328,212.19000244140625,214.5,1917100.0,213.5569305419922
2020-01-31,212.75,207.52000427246094,212.25999450683594,208.2100067138672,2163300.0,207.29458618164062
2020-02-03,210.39999389648438,206.72999572753906,209.9199981689453,206.99000549316406,1971800.0,206.0799560546875
2020-02-04,213.27000427246094,209.1999969482422,209.44000244140625,211.8699951171875,2551200.0,210.9384765625
2020-02-05,214.9499969482422,213.1699981689453,214.8699951171875,213.8000030517578,1409800.0,212.86000061035156
2020-02-06,214.5399932861328,212.02000427246094,213.4600067138672,212.67999267578125,1001800.0,212.67999267578125
2020-02-07,212.10000610351562,208.97999572753906,211.33999633789062,210.17999267578125,2260000.0,210.17999267578125
